Geography,Geographic_Area_Name,Population 
1400000US24033800608,"Census Tract 8006.08, Prince George's County, Maryland",7775
1400000US24033800609,"Census Tract 8006.09, Prince George's County, Maryland",3773
1400000US24033800701,"Census Tract 8007.01, Prince George's County, Maryland",8545
1400000US24033800704,"Census Tract 8007.04, Prince George's County, Maryland",5099
1400000US24033800705,"Census Tract 8007.05, Prince George's County, Maryland",5052
1400000US24033800706,"Census Tract 8007.06, Prince George's County, Maryland",3929
1400000US24033800707,"Census Tract 8007.07, Prince George's County, Maryland",3316
1400000US24033800800,"Census Tract 8008, Prince George's County, Maryland",3529
1400000US24033800900,"Census Tract 8009, Prince George's County, Maryland",1636
1400000US24033801003,"Census Tract 8010.03, Prince George's County, Maryland",5291
1400000US24033801004,"Census Tract 8010.04, Prince George's County, Maryland",5284
1400000US24033801005,"Census Tract 8010.05, Prince George's County, Maryland",3832
1400000US24033801006,"Census Tract 8010.06, Prince George's County, Maryland",5250
1400000US24033801105,"Census Tract 8011.05, Prince George's County, Maryland",1646
1400000US24033801106,"Census Tract 8011.06, Prince George's County, Maryland",1773
1400000US24033801207,"Census Tract 8012.07, Prince George's County, Maryland",4630
1400000US24033801208,"Census Tract 8012.08, Prince George's County, Maryland",5501
1400000US24033801209,"Census Tract 8012.09, Prince George's County, Maryland",4306
1400000US24033801210,"Census Tract 8012.10, Prince George's County, Maryland",4112
1400000US24033801211,"Census Tract 8012.11, Prince George's County, Maryland",3001
1400000US24033801212,"Census Tract 8012.12, Prince George's County, Maryland",3698
1400000US24033801213,"Census Tract 8012.13, Prince George's County, Maryland",4315
1400000US24033801214,"Census Tract 8012.14, Prince George's County, Maryland",4392
1400000US24033801215,"Census Tract 8012.15, Prince George's County, Maryland",2827
1400000US24033801216,"Census Tract 8012.16, Prince George's County, Maryland",3826
1400000US24033801217,"Census Tract 8012.17, Prince George's County, Maryland",4224
1400000US24033801302,"Census Tract 8013.02, Prince George's County, Maryland",3219
1400000US24033801305,"Census Tract 8013.05, Prince George's County, Maryland",6019
1400000US24033801307,"Census Tract 8013.07, Prince George's County, Maryland",3686
1400000US24033801308,"Census Tract 8013.08, Prince George's County, Maryland",3717
1400000US24033801309,"Census Tract 8013.09, Prince George's County, Maryland",3978
1400000US24033801310,"Census Tract 8013.10, Prince George's County, Maryland",6366
1400000US24033801311,"Census Tract 8013.11, Prince George's County, Maryland",6797
1400000US24033801312,"Census Tract 8013.12, Prince George's County, Maryland",5138
1400000US24033801313,"Census Tract 8013.13, Prince George's County, Maryland",3334
1400000US24033801404,"Census Tract 8014.04, Prince George's County, Maryland",5809
1400000US24033801405,"Census Tract 8014.05, Prince George's County, Maryland",4650
1400000US24033801406,"Census Tract 8014.06, Prince George's County, Maryland",2850
1400000US24033801407,"Census Tract 8014.07, Prince George's County, Maryland",7179
1400000US24033801408,"Census Tract 8014.08, Prince George's County, Maryland",3321
1400000US24033801409,"Census Tract 8014.09, Prince George's County, Maryland",2665
1400000US24033801410,"Census Tract 8014.10, Prince George's County, Maryland",3666
1400000US24033801411,"Census Tract 8014.11, Prince George's County, Maryland",3327
1400000US24033801500,"Census Tract 8015, Prince George's County, Maryland",2710
1400000US24033801600,"Census Tract 8016, Prince George's County, Maryland",2297
1400000US24033801701,"Census Tract 8017.01, Prince George's County, Maryland",4832
1400000US24033801702,"Census Tract 8017.02, Prince George's County, Maryland",4062
1400000US24033801704,"Census Tract 8017.04, Prince George's County, Maryland",5459
1400000US24033801707,"Census Tract 8017.07, Prince George's County, Maryland",6110
1400000US24033801709,"Census Tract 8017.09, Prince George's County, Maryland",5514
1400000US24033801801,"Census Tract 8018.01, Prince George's County, Maryland",2010
1400000US24033801802,"Census Tract 8018.02, Prince George's County, Maryland",4012
1400000US24033801807,"Census Tract 8018.07, Prince George's County, Maryland",5201
1400000US24033801808,"Census Tract 8018.08, Prince George's County, Maryland",3771
1400000US24033801809,"Census Tract 8018.09, Prince George's County, Maryland",4782
1400000US24033801901,"Census Tract 8019.01, Prince George's County, Maryland",5019
1400000US24033801904,"Census Tract 8019.04, Prince George's County, Maryland",3047
1400000US24033801905,"Census Tract 8019.05, Prince George's County, Maryland",6738
1400000US24033801906,"Census Tract 8019.06, Prince George's County, Maryland",1747
1400000US24033801907,"Census Tract 8019.07, Prince George's County, Maryland",3285
1400000US24033801908,"Census Tract 8019.08, Prince George's County, Maryland",3634
1400000US24033802001,"Census Tract 8020.01, Prince George's County, Maryland",4548
1400000US24033802002,"Census Tract 8020.02, Prince George's County, Maryland",4155
1400000US24033802103,"Census Tract 8021.03, Prince George's County, Maryland",2850
1400000US24033802104,"Census Tract 8021.04, Prince George's County, Maryland",2170
1400000US24033802106,"Census Tract 8021.06, Prince George's County, Maryland",5771
1400000US24033802107,"Census Tract 8021.07, Prince George's County, Maryland",4284
1400000US24033802201,"Census Tract 8022.01, Prince George's County, Maryland",3807
1400000US24033802203,"Census Tract 8022.03, Prince George's County, Maryland",4691
1400000US24033802204,"Census Tract 8022.04, Prince George's County, Maryland",4952
1400000US24033802301,"Census Tract 8023.01, Prince George's County, Maryland",3492
1400000US24033802404,"Census Tract 8024.04, Prince George's County, Maryland",4784
1400000US24033802405,"Census Tract 8024.05, Prince George's County, Maryland",3962
1400000US24033802406,"Census Tract 8024.06, Prince George's County, Maryland",2345
1400000US24033802407,"Census Tract 8024.07, Prince George's County, Maryland",3341
1400000US24033802408,"Census Tract 8024.08, Prince George's County, Maryland",2240
1400000US24033802501,"Census Tract 8025.01, Prince George's County, Maryland",2287
1400000US24033802502,"Census Tract 8025.02, Prince George's County, Maryland",2421
1400000US24033802600,"Census Tract 8026, Prince George's County, Maryland",3550
1400000US24033802700,"Census Tract 8027, Prince George's County, Maryland",2538
1400000US24033802803,"Census Tract 8028.03, Prince George's County, Maryland",5565
1400000US24033802804,"Census Tract 8028.04, Prince George's County, Maryland",4982
1400000US24033802805,"Census Tract 8028.05, Prince George's County, Maryland",5314
1400000US24033802901,"Census Tract 8029.01, Prince George's County, Maryland",3921
1400000US24033803001,"Census Tract 8030.01, Prince George's County, Maryland",3578
1400000US24033803002,"Census Tract 8030.02, Prince George's County, Maryland",2346
1400000US24033803100,"Census Tract 8031, Prince George's County, Maryland",2662
1400000US24033803200,"Census Tract 8032, Prince George's County, Maryland",2830
1400000US24033803300,"Census Tract 8033, Prince George's County, Maryland",4352
1400000US24033803403,"Census Tract 8034.03, Prince George's County, Maryland",5912
1400000US24033803508,"Census Tract 8035.08, Prince George's County, Maryland",3717
1400000US24033803509,"Census Tract 8035.09, Prince George's County, Maryland",3236
1400000US24033803512,"Census Tract 8035.12, Prince George's County, Maryland",6297
1400000US24033803513,"Census Tract 8035.13, Prince George's County, Maryland",5706
1400000US24033803514,"Census Tract 8035.14, Prince George's County, Maryland",4981
1400000US24033803516,"Census Tract 8035.16, Prince George's County, Maryland",5064
1400000US24033803519,"Census Tract 8035.19, Prince George's County, Maryland",6462
1400000US24033803520,"Census Tract 8035.20, Prince George's County, Maryland",5002
1400000US24033803521,"Census Tract 8035.21, Prince George's County, Maryland",8574
1400000US24033803524,"Census Tract 8035.24, Prince George's County, Maryland",5595
1400000US24033803525,"Census Tract 8035.25, Prince George's County, Maryland",2451
1400000US24033803526,"Census Tract 8035.26, Prince George's County, Maryland",3505
1400000US24033803527,"Census Tract 8035.27, Prince George's County, Maryland",3708
1400000US24033803528,"Census Tract 8035.28, Prince George's County, Maryland",7100
1400000US24033803601,"Census Tract 8036.01, Prince George's County, Maryland",4005
1400000US24033803602,"Census Tract 8036.02, Prince George's County, Maryland",2429
1400000US24033803605,"Census Tract 8036.05, Prince George's County, Maryland",6864
1400000US24033803606,"Census Tract 8036.06, Prince George's County, Maryland",5590
1400000US24033803607,"Census Tract 8036.07, Prince George's County, Maryland",4050
1400000US24033803608,"Census Tract 8036.08, Prince George's County, Maryland",6537
1400000US24033803610,"Census Tract 8036.10, Prince George's County, Maryland",4310
1400000US24033803612,"Census Tract 8036.12, Prince George's County, Maryland",3339
1400000US24033803613,"Census Tract 8036.13, Prince George's County, Maryland",7059
1400000US24033803700,"Census Tract 8037, Prince George's County, Maryland",2990
1400000US24033803801,"Census Tract 8038.01, Prince George's County, Maryland",2509
1400000US24033803803,"Census Tract 8038.03, Prince George's County, Maryland",6579
1400000US24033803900,"Census Tract 8039, Prince George's County, Maryland",3588
1400000US24033804001,"Census Tract 8040.01, Prince George's County, Maryland",5757
1400000US24033804002,"Census Tract 8040.02, Prince George's County, Maryland",4769
1400000US24033804101,"Census Tract 8041.01, Prince George's County, Maryland",2760
1400000US24033804102,"Census Tract 8041.02, Prince George's County, Maryland",6751
1400000US24033804200,"Census Tract 8042, Prince George's County, Maryland",3160
1400000US24033804300,"Census Tract 8043, Prince George's County, Maryland",3583
1400000US24033804400,"Census Tract 8044, Prince George's County, Maryland",2633
1400000US24033804600,"Census Tract 8046, Prince George's County, Maryland",3483
1400000US24033804700,"Census Tract 8047, Prince George's County, Maryland",3672
1400000US24033804801,"Census Tract 8048.01, Prince George's County, Maryland",2679
1400000US24033804802,"Census Tract 8048.02, Prince George's County, Maryland",2965
1400000US24033804900,"Census Tract 8049, Prince George's County, Maryland",4231
1400000US24033805000,"Census Tract 8050, Prince George's County, Maryland",5989
1400000US24033805101,"Census Tract 8051.01, Prince George's County, Maryland",4093
1400000US24033805201,"Census Tract 8052.01, Prince George's County, Maryland",5451
1400000US24033805202,"Census Tract 8052.02, Prince George's County, Maryland",4039
1400000US24033805500,"Census Tract 8055, Prince George's County, Maryland",3704
1400000US24033805601,"Census Tract 8056.01, Prince George's County, Maryland",6930
1400000US24033805602,"Census Tract 8056.02, Prince George's County, Maryland",6184
1400000US24033805700,"Census Tract 8057, Prince George's County, Maryland",6314
1400000US24033805801,"Census Tract 8058.01, Prince George's County, Maryland",3988
1400000US24033805802,"Census Tract 8058.02, Prince George's County, Maryland",4751
1400000US24033805904,"Census Tract 8059.04, Prince George's County, Maryland",3753
1400000US24033805906,"Census Tract 8059.06, Prince George's County, Maryland",3875
1400000US24033805907,"Census Tract 8059.07, Prince George's County, Maryland",3690
1400000US24033805908,"Census Tract 8059.08, Prince George's County, Maryland",2390
1400000US24033805909,"Census Tract 8059.09, Prince George's County, Maryland",4895
1400000US24033806000,"Census Tract 8060, Prince George's County, Maryland",6166
1400000US24033806100,"Census Tract 8061, Prince George's County, Maryland",4304
1400000US24033806400,"Census Tract 8064, Prince George's County, Maryland",3970
1400000US24033806501,"Census Tract 8065.01, Prince George's County, Maryland",5586
1400000US24033806601,"Census Tract 8066.01, Prince George's County, Maryland",5091
1400000US24033806602,"Census Tract 8066.02, Prince George's County, Maryland",5010
1400000US24033806706,"Census Tract 8067.06, Prince George's County, Maryland",4032
1400000US24033806708,"Census Tract 8067.08, Prince George's County, Maryland",3853
1400000US24033806710,"Census Tract 8067.10, Prince George's County, Maryland",4818
1400000US24033806711,"Census Tract 8067.11, Prince George's County, Maryland",5726
1400000US24033806712,"Census Tract 8067.12, Prince George's County, Maryland",3617
1400000US24033806713,"Census Tract 8067.13, Prince George's County, Maryland",3810
1400000US24033806714,"Census Tract 8067.14, Prince George's County, Maryland",5897
1400000US24033806800,"Census Tract 8068, Prince George's County, Maryland",4096
1400000US24033806900,"Census Tract 8069, Prince George's County, Maryland",5286
1400000US24033807000,"Census Tract 8070, Prince George's County, Maryland",7795
1400000US24033807102,"Census Tract 8071.02, Prince George's County, Maryland",2859
1400000US24033807301,"Census Tract 8073.01, Prince George's County, Maryland",3780
1400000US24033807304,"Census Tract 8073.04, Prince George's County, Maryland",1914
1400000US24033807305,"Census Tract 8073.05, Prince George's County, Maryland",3862
1400000US24033807404,"Census Tract 8074.04, Prince George's County, Maryland",5712
1400000US24033807405,"Census Tract 8074.05, Prince George's County, Maryland",6460
1400000US24033807407,"Census Tract 8074.07, Prince George's County, Maryland",6959
1400000US24033807408,"Census Tract 8074.08, Prince George's County, Maryland",5883
1400000US24033807409,"Census Tract 8074.09, Prince George's County, Maryland",4290
1400000US24033807410,"Census Tract 8074.10, Prince George's County, Maryland",5078
1400000US24033807500,"Census Tract 8075, Prince George's County, Maryland",7468
1400000US24033980000,"Census Tract 9800, Prince George's County, Maryland",14471
1400000US24035810100,"Census Tract 8101, Queen Anne's County, Maryland",2795
1400000US24035810200,"Census Tract 8102, Queen Anne's County, Maryland",2634
1400000US24035810300,"Census Tract 8103, Queen Anne's County, Maryland",5022
1400000US24035810400,"Census Tract 8104, Queen Anne's County, Maryland",6191
1400000US24035810500,"Census Tract 8105, Queen Anne's County, Maryland",4768
1400000US24035810600,"Census Tract 8106, Queen Anne's County, Maryland",4892
1400000US24035810700,"Census Tract 8107, Queen Anne's County, Maryland",3897
1400000US24035810800,"Census Tract 8108, Queen Anne's County, Maryland",5770
1400000US24035810901,"Census Tract 8109.01, Queen Anne's County, Maryland",6175
1400000US24035810902,"Census Tract 8109.02, Queen Anne's County, Maryland",2789
1400000US24035811000,"Census Tract 8110, Queen Anne's County, Maryland",4769
1400000US24035990000,"Census Tract 9900, Queen Anne's County, Maryland",0
1400000US24035990100,"Census Tract 9901, Queen Anne's County, Maryland",0
1400000US24035990200,"Census Tract 9902, Queen Anne's County, Maryland",0
1400000US24037875000,"Census Tract 8750, St. Mary's County, Maryland",6079
1400000US24037875100,"Census Tract 8751, St. Mary's County, Maryland",5743
1400000US24037875201,"Census Tract 8752.01, St. Mary's County, Maryland",5677
1400000US24037875202,"Census Tract 8752.02, St. Mary's County, Maryland",6051
1400000US24037875300,"Census Tract 8753, St. Mary's County, Maryland",3119
1400000US24037875400,"Census Tract 8754, St. Mary's County, Maryland",6909
1400000US24037875501,"Census Tract 8755.01, St. Mary's County, Maryland",7168
1400000US24037875502,"Census Tract 8755.02, St. Mary's County, Maryland",4167
1400000US24037875601,"Census Tract 8756.01, St. Mary's County, Maryland",1808
1400000US24037875602,"Census Tract 8756.02, St. Mary's County, Maryland",6400
1400000US24037875700,"Census Tract 8757, St. Mary's County, Maryland",7025
1400000US24037875803,"Census Tract 8758.03, St. Mary's County, Maryland",5705
1400000US24037875903,"Census Tract 8759.03, St. Mary's County, Maryland",3309
1400000US24037875904,"Census Tract 8759.04, St. Mary's County, Maryland",6163
1400000US24037875905,"Census Tract 8759.05, St. Mary's County, Maryland",2076
1400000US24037875906,"Census Tract 8759.06, St. Mary's County, Maryland",5042
1400000US24037876001,"Census Tract 8760.01, St. Mary's County, Maryland",4875
1400000US24037876003,"Census Tract 8760.03, St. Mary's County, Maryland",3261
1400000US24037876004,"Census Tract 8760.04, St. Mary's County, Maryland",7461
1400000US24037876101,"Census Tract 8761.01, St. Mary's County, Maryland",4412
1400000US24037876102,"Census Tract 8761.02, St. Mary's County, Maryland",3062
1400000US24037876200,"Census Tract 8762, St. Mary's County, Maryland",7697
1400000US24037990000,"Census Tract 9900, St. Mary's County, Maryland",0
1400000US24039930101,"Census Tract 9301.01, Somerset County, Maryland",7000
1400000US24039930102,"Census Tract 9301.02, Somerset County, Maryland",3809
1400000US24039930200,"Census Tract 9302, Somerset County, Maryland",1443
1400000US24039930500,"Census Tract 9305, Somerset County, Maryland",3770
1400000US24039930600,"Census Tract 9306, Somerset County, Maryland",2636
1400000US24039930800,"Census Tract 9308, Somerset County, Maryland",6176
1400000US24039990100,"Census Tract 9901, Somerset County, Maryland",0
1400000US24041960100,"Census Tract 9601, Talbot County, Maryland",4036
1400000US24041960201,"Census Tract 9602.01, Talbot County, Maryland",4057
1400000US24041960300,"Census Tract 9603, Talbot County, Maryland",3748
1400000US24041960400,"Census Tract 9604, Talbot County, Maryland",5874
1400000US24041960501,"Census Tract 9605.01, Talbot County, Maryland",4328
1400000US24041960502,"Census Tract 9605.02, Talbot County, Maryland",3804
1400000US24041960600,"Census Tract 9606, Talbot County, Maryland",1758
1400000US24041960700,"Census Tract 9607, Talbot County, Maryland",4016
1400000US24041960800,"Census Tract 9608, Talbot County, Maryland",1978
1400000US24041960900,"Census Tract 9609, Talbot County, Maryland",3911
1400000US24041990000,"Census Tract 9900, Talbot County, Maryland",0
1400000US24043000100,"Census Tract 1, Washington County, Maryland",3930
1400000US24043000200,"Census Tract 2, Washington County, Maryland",4285
1400000US24043000301,"Census Tract 3.01, Washington County, Maryland",3271
1400000US24043000302,"Census Tract 3.02, Washington County, Maryland",2862
1400000US24043000400,"Census Tract 4, Washington County, Maryland",1918
1400000US24043000500,"Census Tract 5, Washington County, Maryland",5980
1400000US24043000601,"Census Tract 6.01, Washington County, Maryland",2355
1400000US24043000602,"Census Tract 6.02, Washington County, Maryland",3229
1400000US24043000700,"Census Tract 7, Washington County, Maryland",3387
1400000US24043000800,"Census Tract 8, Washington County, Maryland",3697
1400000US24043000900,"Census Tract 9, Washington County, Maryland",3866
1400000US24043001001,"Census Tract 10.01, Washington County, Maryland",4935
1400000US24043001002,"Census Tract 10.02, Washington County, Maryland",3527
1400000US24043010100,"Census Tract 101, Washington County, Maryland",979
1400000US24043010200,"Census Tract 102, Washington County, Maryland",4560
1400000US24043010300,"Census Tract 103, Washington County, Maryland",7678
1400000US24043010401,"Census Tract 104.01, Washington County, Maryland",3791
1400000US24043010402,"Census Tract 104.02, Washington County, Maryland",5984
1400000US24043010600,"Census Tract 106, Washington County, Maryland",5299
1400000US24043010700,"Census Tract 107, Washington County, Maryland",3573
1400000US24043010802,"Census Tract 108.02, Washington County, Maryland",2467
1400000US24043010803,"Census Tract 108.03, Washington County, Maryland",4079
1400000US24043010901,"Census Tract 109.01, Washington County, Maryland",6223
1400000US24043010902,"Census Tract 109.02, Washington County, Maryland",3050
1400000US24043011000,"Census Tract 110, Washington County, Maryland",6700
1400000US24043011100,"Census Tract 111, Washington County, Maryland",6148
1400000US24043011202,"Census Tract 112.02, Washington County, Maryland",4773
1400000US24043011203,"Census Tract 112.03, Washington County, Maryland",4958
1400000US24043011204,"Census Tract 112.04, Washington County, Maryland",4600
1400000US24043011301,"Census Tract 113.01, Washington County, Maryland",5330
1400000US24043011302,"Census Tract 113.02, Washington County, Maryland",3802
1400000US24043011400,"Census Tract 114, Washington County, Maryland",6500
1400000US24043011501,"Census Tract 115.01, Washington County, Maryland",4322
1400000US24043011502,"Census Tract 115.02, Washington County, Maryland",3370
1400000US24043011600,"Census Tract 116, Washington County, Maryland",2920
1400000US24043011700,"Census Tract 117, Washington County, Maryland",5608
1400000US24045000100,"Census Tract 1, Wicomico County, Maryland",5635
1400000US24045000200,"Census Tract 2, Wicomico County, Maryland",1732
1400000US24045000300,"Census Tract 3, Wicomico County, Maryland",1482
1400000US24045000400,"Census Tract 4, Wicomico County, Maryland",3670
1400000US24045000500,"Census Tract 5, Wicomico County, Maryland",2978
1400000US24045010101,"Census Tract 101.01, Wicomico County, Maryland",5949
1400000US24045010102,"Census Tract 101.02, Wicomico County, Maryland",3011
1400000US24045010200,"Census Tract 102, Wicomico County, Maryland",6467
1400000US24045010300,"Census Tract 103, Wicomico County, Maryland",8730
1400000US24045010400,"Census Tract 104, Wicomico County, Maryland",7193
1400000US24045010501,"Census Tract 105.01, Wicomico County, Maryland",5815
1400000US24045010503,"Census Tract 105.03, Wicomico County, Maryland",4809
1400000US24045010504,"Census Tract 105.04, Wicomico County, Maryland",4579
1400000US24045010603,"Census Tract 106.03, Wicomico County, Maryland",8045
1400000US24045010604,"Census Tract 106.04, Wicomico County, Maryland",5628
1400000US24045010605,"Census Tract 106.05, Wicomico County, Maryland",4048
1400000US24045010606,"Census Tract 106.06, Wicomico County, Maryland",4077
1400000US24045010701,"Census Tract 107.01, Wicomico County, Maryland",4413
1400000US24045010703,"Census Tract 107.03, Wicomico County, Maryland",4490
1400000US24045010704,"Census Tract 107.04, Wicomico County, Maryland",4489
1400000US24045010800,"Census Tract 108, Wicomico County, Maryland",5983
1400000US24047950000,"Census Tract 9500, Worcester County, Maryland",1660
1400000US24047950100,"Census Tract 9501, Worcester County, Maryland",2235
1400000US24047950300,"Census Tract 9503, Worcester County, Maryland",3089
1400000US24047950400,"Census Tract 9504, Worcester County, Maryland",3197
1400000US24047950600,"Census Tract 9506, Worcester County, Maryland",2984
1400000US24047950700,"Census Tract 9507, Worcester County, Maryland",2501
1400000US24047950800,"Census Tract 9508, Worcester County, Maryland",4981
1400000US24047950900,"Census Tract 9509, Worcester County, Maryland",2096
1400000US24047951000,"Census Tract 9510, Worcester County, Maryland",4902
1400000US24047951101,"Census Tract 9511.01, Worcester County, Maryland",3585
1400000US24047951102,"Census Tract 9511.02, Worcester County, Maryland",3347
1400000US24047951200,"Census Tract 9512, Worcester County, Maryland",3125
1400000US24047951300,"Census Tract 9513, Worcester County, Maryland",2970
1400000US24047951400,"Census Tract 9514, Worcester County, Maryland",3229
1400000US24047951500,"Census Tract 9515, Worcester County, Maryland",4760
1400000US24047951700,"Census Tract 9517, Worcester County, Maryland",3661
1400000US24047980000,"Census Tract 9800, Worcester County, Maryland",0
1400000US24047990000,"Census Tract 9900, Worcester County, Maryland",0
1400000US24510010100,"Census Tract 101, Baltimore city, Maryland",2721
1400000US24510010200,"Census Tract 102, Baltimore city, Maryland",2861
1400000US24510010300,"Census Tract 103, Baltimore city, Maryland",2190
1400000US24510010400,"Census Tract 104, Baltimore city, Maryland",2970
1400000US24510010500,"Census Tract 105, Baltimore city, Maryland",1961
1400000US24510020100,"Census Tract 201, Baltimore city, Maryland",1767
1400000US24510020200,"Census Tract 202, Baltimore city, Maryland",1590
1400000US24510020300,"Census Tract 203, Baltimore city, Maryland",3930
1400000US24510030100,"Census Tract 301, Baltimore city, Maryland",1812
1400000US24510030200,"Census Tract 302, Baltimore city, Maryland",2631
1400000US24510040100,"Census Tract 401, Baltimore city, Maryland",5359
1400000US24510040200,"Census Tract 402, Baltimore city, Maryland",1222
1400000US24510060100,"Census Tract 601, Baltimore city, Maryland",2710
1400000US24510060200,"Census Tract 602, Baltimore city, Maryland",2723
1400000US24510060300,"Census Tract 603, Baltimore city, Maryland",1623
1400000US24510060400,"Census Tract 604, Baltimore city, Maryland",1863
1400000US24510070100,"Census Tract 701, Baltimore city, Maryland",2738
1400000US24510070200,"Census Tract 702, Baltimore city, Maryland",3478
1400000US24510070300,"Census Tract 703, Baltimore city, Maryland",1115
1400000US24510070400,"Census Tract 704, Baltimore city, Maryland",1777
1400000US24510080101,"Census Tract 801.01, Baltimore city, Maryland",3763
1400000US24510080102,"Census Tract 801.02, Baltimore city, Maryland",1970
1400000US24510080200,"Census Tract 802, Baltimore city, Maryland",698
1400000US24510080301,"Census Tract 803.01, Baltimore city, Maryland",2123
1400000US24510080302,"Census Tract 803.02, Baltimore city, Maryland",2362
1400000US24510080400,"Census Tract 804, Baltimore city, Maryland",1024
1400000US24510080500,"Census Tract 805, Baltimore city, Maryland",1319
1400000US24510080600,"Census Tract 806, Baltimore city, Maryland",1475
1400000US24510080700,"Census Tract 807, Baltimore city, Maryland",940
1400000US24510080800,"Census Tract 808, Baltimore city, Maryland",2319
1400000US24510090100,"Census Tract 901, Baltimore city, Maryland",3599
1400000US24510090200,"Census Tract 902, Baltimore city, Maryland",3182
1400000US24510090300,"Census Tract 903, Baltimore city, Maryland",4867
1400000US24510090400,"Census Tract 904, Baltimore city, Maryland",1306
1400000US24510090500,"Census Tract 905, Baltimore city, Maryland",1594
1400000US24510090600,"Census Tract 906, Baltimore city, Maryland",2769
1400000US24510090700,"Census Tract 907, Baltimore city, Maryland",2910
1400000US24510090800,"Census Tract 908, Baltimore city, Maryland",2251
1400000US24510090900,"Census Tract 909, Baltimore city, Maryland",1978
1400000US24510100100,"Census Tract 1001, Baltimore city, Maryland",1610
1400000US24510100200,"Census Tract 1002, Baltimore city, Maryland",3020
1400000US24510100300,"Census Tract 1003, Baltimore city, Maryland",2494
1400000US24510110100,"Census Tract 1101, Baltimore city, Maryland",2876
1400000US24510110200,"Census Tract 1102, Baltimore city, Maryland",6126
1400000US24510120100,"Census Tract 1201, Baltimore city, Maryland",4588
1400000US24510120201,"Census Tract 1202.01, Baltimore city, Maryland",1998
1400000US24510120202,"Census Tract 1202.02, Baltimore city, Maryland",5065
1400000US24510120300,"Census Tract 1203, Baltimore city, Maryland",3829
1400000US24510120400,"Census Tract 1204, Baltimore city, Maryland",1508
1400000US24510120500,"Census Tract 1205, Baltimore city, Maryland",2417
1400000US24510120600,"Census Tract 1206, Baltimore city, Maryland",2693
1400000US24510120700,"Census Tract 1207, Baltimore city, Maryland",2259
1400000US24510130100,"Census Tract 1301, Baltimore city, Maryland",3134
1400000US24510130200,"Census Tract 1302, Baltimore city, Maryland",2485
1400000US24510130300,"Census Tract 1303, Baltimore city, Maryland",1950
1400000US24510130400,"Census Tract 1304, Baltimore city, Maryland",1824
1400000US24510130600,"Census Tract 1306, Baltimore city, Maryland",3772
1400000US24510130700,"Census Tract 1307, Baltimore city, Maryland",4729
1400000US24510130803,"Census Tract 1308.03, Baltimore city, Maryland",2282
1400000US24510130804,"Census Tract 1308.04, Baltimore city, Maryland",1616
1400000US24510130805,"Census Tract 1308.05, Baltimore city, Maryland",1123
1400000US24510130806,"Census Tract 1308.06, Baltimore city, Maryland",1544
1400000US24510140100,"Census Tract 1401, Baltimore city, Maryland",3931
1400000US24510140200,"Census Tract 1402, Baltimore city, Maryland",2856
1400000US24510140300,"Census Tract 1403, Baltimore city, Maryland",1670
1400000US24510150100,"Census Tract 1501, Baltimore city, Maryland",1991
1400000US24510150200,"Census Tract 1502, Baltimore city, Maryland",2452
1400000US24510150300,"Census Tract 1503, Baltimore city, Maryland",1354
1400000US24510150400,"Census Tract 1504, Baltimore city, Maryland",3647
1400000US24510150500,"Census Tract 1505, Baltimore city, Maryland",1305
1400000US24510150600,"Census Tract 1506, Baltimore city, Maryland",2890
1400000US24510150701,"Census Tract 1507.01, Baltimore city, Maryland",1877
1400000US24510150702,"Census Tract 1507.02, Baltimore city, Maryland",1834
1400000US24510150800,"Census Tract 1508, Baltimore city, Maryland",4577
1400000US24510150900,"Census Tract 1509, Baltimore city, Maryland",2873
1400000US24510151000,"Census Tract 1510, Baltimore city, Maryland",5705
1400000US24510151100,"Census Tract 1511, Baltimore city, Maryland",7027
1400000US24510151200,"Census Tract 1512, Baltimore city, Maryland",3907
1400000US24510151300,"Census Tract 1513, Baltimore city, Maryland",4449
1400000US24510160100,"Census Tract 1601, Baltimore city, Maryland",1722
1400000US24510160200,"Census Tract 1602, Baltimore city, Maryland",2225
1400000US24510160300,"Census Tract 1603, Baltimore city, Maryland",1578
1400000US24510160400,"Census Tract 1604, Baltimore city, Maryland",1729
1400000US24510160500,"Census Tract 1605, Baltimore city, Maryland",3083
1400000US24510160600,"Census Tract 1606, Baltimore city, Maryland",2477
1400000US24510160700,"Census Tract 1607, Baltimore city, Maryland",3571
1400000US24510160801,"Census Tract 1608.01, Baltimore city, Maryland",3156
1400000US24510160802,"Census Tract 1608.02, Baltimore city, Maryland",3319
1400000US24510170100,"Census Tract 1701, Baltimore city, Maryland",1755
1400000US24510170200,"Census Tract 1702, Baltimore city, Maryland",2446
1400000US24510170300,"Census Tract 1703, Baltimore city, Maryland",2002
1400000US24510180300,"Census Tract 1803, Baltimore city, Maryland",1726
1400000US24510190100,"Census Tract 1901, Baltimore city, Maryland",1922
1400000US24510190200,"Census Tract 1902, Baltimore city, Maryland",1863
1400000US24510190300,"Census Tract 1903, Baltimore city, Maryland",2274
1400000US24510200100,"Census Tract 2001, Baltimore city, Maryland",1523
1400000US24510200200,"Census Tract 2002, Baltimore city, Maryland",1536
1400000US24510200300,"Census Tract 2003, Baltimore city, Maryland",1038
1400000US24510200400,"Census Tract 2004, Baltimore city, Maryland",1176
1400000US24510200500,"Census Tract 2005, Baltimore city, Maryland",2215
1400000US24510200600,"Census Tract 2006, Baltimore city, Maryland",2233
